# id|once|calisan_sirasinda|ekip_sirasinda|sonra|yapilmayacak|geri_giris|saha_alanlari
AD-057|Kaynak envanteri ve radyasyon güvenliği sorumlusunu belirleyin.~Olayda yetkili bildirim zincirini hazırlayın.|Kaynak kaybı/hasarı veya alarmı bildirip uzaklaşın.~Kaynağı aramak, taşımak veya koruyucuyu açmak için yaklaşmayın.~Yaklaşan kişileri güvenli mesafeden uyarın.|Radyasyon güvenliği sorumlusu alanı ve erişim sınırını belirlesin.~Yetkili teknik/kurumsal bildirimler ve gerektiğinde 112 koordinasyonu sağlansın.~Yalnız yetkilendirilmiş uzman ekip ölçüm ve kaynak kontrolünü yürütsün.|Maruziyet ihtimalini yetkili sağlık/radyasyon ekibi değerlendirsin.~Kaynak kontrolü ve olay kaydını ilgili düzenlemeye göre tamamlayın.|Kaynağı sıradan atık veya metal parça sanıp almayın.~Genel işyeri maskesini radyasyon kalkanı saymayın.|Yetkili radyasyon güvenliği değerlendirmesi ve kurum talimatıyla.|kaynak_kodu~radyasyon_sorumlusu~bildirim_zinciri~erisim_siniri
AD-058|MR kontrollü erişim, quench hattı ve oksijen alarmını belirleyin.~MR uyumlu kurtarma/taşıma donanımını planlayın.|Gaz boşalması veya alarmda MR odasından güvenli çıkışı kullanın.~Buhar bulutuna veya mıknatıs odasına geri girmeyin.~İçeride kalan kişi ve sistem durumunu MR görevlisine bildirin.|MR yetkilisi üretici acil prosedürünü uygulasın.~Görevliler MR uygunluğu olmayan tüp, sedye ve aleti kontrollü alana sokmasın.~Uzman ekip atmosfer ve magnet durumunu değerlendirirken sağlık ekibi güvenli bölgede hazır olsun.|Quench hattı, oda basıncı ve oksijen koşullarını teknik inceleyin.~MR tekrar kullanımını yetkili servis ve klinik karara bağlayın.|Magnetin artık güvenli olduğunu gaz boşalmasına bakarak varsaymayın.~Eğitimsiz kişi acil magnet düğmesine müdahale etmesin.|MR yetkilisi/servis ve atmosfer güvenliği değerlendirmesi sonrası.|MR_yetkilisi~quench_hatti~oksijen_alarmi~MR_uyumlu_kurtarma
AD-059|Kıyıdan erişilebilen can kurtarma ekipmanını belirleyin.~Su üstü kurtarma ve dış yardım konum bilgisini hazırlayın.|Kişinin düştüğü yeri gözden kaybetmeden alarm verin.~Güvenli kıyıdan uygun uzatma veya atma ekipmanını eğitim sınırında kullanın.~112'ye suya düşme, yer ve akıntı bilgisini verin.|Görevli kıyı erişimini ve ikinci düşme riskini yönetsin.~Eğitimli kurtarma ekibi su koşullarına uygun yöntemle müdahale etsin.~İlkyardımcı çıkarılan kişiye eğitimine ve 112 yönlendirmesine göre desteklesin.|Kişiyi sağlık değerlendirmesine yönlendirin.~Kıyı koruması ve kurtarma ekipmanını yeniden kontrol edin.|Eğitimsiz ve donanımsız şekilde suya atlamayın.~Akıntı veya emiş alanına plansız yaklaşmayın.|Kıyı/erişim koşulu ve kurtarma donanımı güvenli hale geldiğinde.|kiyi_konumu~atma_uzatma_ekipmani~akinti~kurtarma_ekibi
AD-060|Trafik durdurma ve güvenli sağlık erişim noktalarını belirleyin.~Araç yakıt/batarya ve yük bilgisini erişilebilir tutun.|İkinci çarpışmaya karşı güvenli yerde durup alarm verin.~Trafik güvenliği sağlanmadan yaralıya yaklaşmayın.~112'ye konum, araç türü, sıkışma ve yaralı sayısını bildirin.|Görevli araç akışını güvenli planla durdursun.~Teknik/kurtarma ekibi aracın hareket, yük ve enerji tehlikesini kontrol etsin.~İlkyardımcı güvenli erişimden sonra eğitim ve sağlık yönlendirmesiyle desteklesin.|Araç ve yol düzenini olay incelemesine alın.~Yük ve sızıntılar güvenli hale gelmeden yolu açmayın.|Yaralıyı araçtan zorla çekmeyin.~Trafikte görünmez ve korunmasız şekilde durmayın.|Araç/yük/enerji güvenliği ve saha trafik sorumlusunun kararıyla.|kaza_konumu~trafik_durdurma~arac_enerjisi~ambulans_erisim
AD-061|Liman operasyonu yük ve hareket sınırını belirleyin.~Kurtarma ekibine verilecek konteyner/yük bilgisini hazırlayın.|Düşen veya salınan yükün etki alanından uzaklaşın.~Konteyner/askı altına kişi aramak için girmeyin.~Operasyon sorumlusuna ve 112'ye eksik kişi ve yük konumunu bildirin.|Vinç ve araç operasyonunu yetkili tek komuta ile durdurun.~Uzman ekip yükü ve komşu istifi güvenli destekle stabilize etsin.~Koruma ekibi liman yollarını ve sağlık erişimini ayrı yönetsin.|Kaldırma ve istif düzenini teknik incelemeye alın.~Konteyner içeriği tehlikeliyse kimyasal senaryo ve yetkili bildirimi ekleyin.|Kararsız konteyneri doğaçlama araçla itmeyin.~Diğer vinçlerle plansız kaldırma yapmayın.|Liman operasyonu, kaldırma ve yük güvenliği yetkililerinin kararıyla.|konteyner_yuk_bilgisi~vinc_kodu~operasyon_sorumlusu~saglik_yolu
AD-062|Yardım alarmı ve güvenli uzaklaşma/korunma yerini belirleyin.~Şiddet riski yüksek görevlerde yalnız çalışmayı değerlendirin.|Tehditle tartışmayı büyütmeden güvenli mesafeye geçin.~Güvenli kaçış varsa uzaklaşın; yoksa güvenli yerde korunup erişimi sınırlandırın.~Güvenli yerden 112'ye konum ve tehdidi bildirin.|Görevli güvenlik ekibi yalnız yetki ve eğitim sınırında alanı yönetsin.~Olay yöneticisi diğer çalışanları tehlikeli güzergâhtan uzak tutsun.~Sağlık ve kolluk ekiplerine güvenli erişim sağlansın.|Etkilenenlere gizli profesyonel destek erişimi sağlayın.~Olay ve erişim düzenini inceleyip tekrarını önleyin.|Çalışanları saldırganı yakalamaya göndermeyin.~Güvenli değilse olayı görüntülemek için yaklaşmayın.|Kolluk/olay yöneticisinin tehdidin sona erdiğini bildirmesiyle.|yardim_alarmi~guvenli_korunma~112_konum~guvenlik_irtibat
AD-063|Şüpheli nesne bildirim zincirini belirleyin.~Kollukla koordine alan ayırma ve alternatif yol planını hazırlayın.|Pakete dokunmayın, açmayın veya yerini değiştirmeyin.~Yakın çevreyi sakin biçimde uzaklaştırın.~Güvenli noktadan sorumluya ve 112'ye konum bilgisini verin.|Koruma ekibi erişimi kapatıp yetkili kolluğu beklesin.~Olay yöneticisi tahliye/korunma kararını kolluk yönlendirmesiyle uygulasın.~Görevli paketin görüldüğü yer ve zamanı kayda alsın.|Kolluk talimatına göre erişim sınırını koruyun.~Olay kaydı ve bildirim sürecini değerlendirin.|Paketi taşımayın veya test etmeyin.~Çalışanlara cihaz araştırma ya da etkisizleştirme görevi vermeyin.|Yetkili kolluğun alanı güvenli ilan etmesiyle.|paket_konumu~bildirim_sorumlusu~alternatif_yol~kolluk_irtibat
AD-064|İhbar alan personel için bilgi kayıt ve bildirim düzenini hazırlayın.~Kollukla koordine tahliye alternatiflerini belirleyin.|İhbarı sakinlikle alın; bilinen söz, zaman ve iletişim bilgisini kaydedin.~Güvenli biçimde sorumluya ve 112'ye bildirin.~Yetkili tahliye/korunma talimatına uyun; söylenti yaymayın.|Olay yöneticisi kollukla kararı ve güvenli güzergâhı koordine etsin.~Koruma ekibi girişleri ve toplanmayı verilen talimata göre yönetsin.~İletişim görevlisi kaydı yetkililere teslim etsin; çalışanları şüpheli nesneye müdahaleye göndermesin.|Yetkili inceleme tamamlanana kadar erişimi kapalı tutun.~Bildirim ve tahliye performansını değerlendirin.|İhbarı şaka kabul ederek yok saymayın.~Şüpheli nesne bulmak için plansız arama ekibi kurmayın.|Kolluk ve olay yöneticisi güvenli dönüş bildirdiğinde.|ihbar_kayit_formu~kolluk_irtibat~tahliye_alternatifleri~iletisim_sorumlusu
AD-065|Dış toksik yayılımda korunma alanı ve havalandırma kontrolünü belirleyin.~Resmî uyarı kanalını ve bina sızdırmazlık sınırlamalarını tanıyın.|Yetkili sığınma uyarısında belirlenen kapalı korunma alanına geçin.~Dış kapı ve pencereleri güvenli biçimde kapatın; dışarıdaki buluta doğru tahliye olmayın.~Yer ve kişi durumunu görevliye bildirin; resmî talimatı izleyin.|Teknik görevli dış hava alımını tesisin güvenli planına göre yönetsin.~Olay yöneticisi yetkili kurumdan bulut ve alternatif tahliye bilgisini alsın.~Görevliler korunma alanı kişi sayısı ve özel destek gereksinimini koordine etsin.|Dış ortam güvenliği teyidinden sonra binanın havalandırılmasını teknik ekip yönetsin.~Etkilenme şüphesini sağlık birimine iletin.|Her dış kimyasal olayda otomatik açık alan toplanmasına çıkmayın.~HVAC'yi kapatırken yaşam desteği veya kritik proses etkisini göz ardı etmeyin.|Yetkili dış uyarının kalkması ve gerekli iç ortam değerlendirmesiyle.|korunma_alani~dis_hava_kontrolu~resmi_uyari~alternatif_tahliye
AD-066|Komşu tesis irtibatı ve etki senaryolarını hazırlayın.~Sığınma ve tahliye alternatiflerini ayrı tanımlayın.|Komşu alarmını veya resmî uyarıyı sorumluya bildirin.~Görmek için tesis sınırına yaklaşmayın.~Olay türüne göre verilen korunma/tahliye kararını izleyin.|Olay yöneticisi komşu tesis ve yetkili kurumdan doğrulanmış bilgi alsın.~Teknik ekip yangın, toksik bulut veya basınç etkisine göre güvenli işletme durumunu değerlendirsin.~Görevliler sayım ve yardıma ihtiyacı olan kişilerin durumunu takip etsin.|Komşu olay etkisini yapı, ortam ve tesisat bakımından inceleyin.~Ortak iletişim planını yaşanan gecikmelere göre güncelleyin.|Alarmın türünü tahmin ederek yanlış yönde tahliye etmeyin.~Komşu tesise yardım için eğitimsiz ekip göndermeyin.|Yetkili kurum ve işyeri teknik değerlendirmesinin ortak kararıyla.|komsu_irtibat~etki_senaryosu~siginma~alternatif_toplanma
AD-067|Drenaj ve yüzey suyu bağlantılarını plan üzerinde gösterin.~Kimyasala uygun çevresel salım müdahale sınırını belirleyin.|Salımı ve akış yönünü güvenli yerden bildirin.~Sıvıyla temas etmeyin ve yayılım alanına girmeyin.~Etkilenen kişi veya büyük tehlike varsa 112'yi bilgilendirin.|Eğitimli ekip yalnız güvenliyse kaynağı durdurup uyumlu sistemle yayılımı sınırlasın.~Çevre sorumlusu drenaj/su etkisini ve gerekli yetkili bildirimleri yönetsin.~Kimlik veya miktar belirsizse uzman kimyasal müdahale ekibine geçin.|Kirli malzeme ve suyu yetkin atık planıyla yönetin.~Salım nedeni ve tutma kapasitesini düzeltin.|Salımı kanalizasyona yıkamayın.~Kimyasal uyumu bilinmeyen emici veya nötralizan kullanmayın.|Temizlik ve maruziyet/çevre kontrolleri uygun bulununca.|drenaj_plani~kimyasal~uyumlu_bariyer~cevre_sorumlusu
AD-068|Yangın sistem kesinti izin ve geçici koruma planını hazırlayın.~Koruma kaybında durdurulacak yüksek riskli işleri belirleyin.|Algılama veya söndürme kaybını görevliye bildirin.~Geçici yangın gözetimi ve çalışma kısıtlarına uyun.~Yangın belirtisinde arızalı sistemi beklemeden güvenli alarm/112 yolunu kullanın.|Teknik görevli arızayı ve etkilenen bölgeyi sınırlandırsın.~Olay yöneticisi geçici tedbir yetersizse işi durdursun veya alanı boşaltsın.~Görevliler sıcak iş ve yanıcı yük artışını kısıtlayıp onarımı önceliklendirsin.|Sistem geri geldiğinde işlev testini kaydedin.~Kesinti kapatma ve normalleşmeyi tüm ilgili birimlere bildirin.|Geçici gözetimi süresiz kalıcı çözüm yapmayın.~Sistemin enerjisi geldi diye çalıştığını varsaymayın.|Koruma işlevi test edilmiş ve kesinti sorumlusu normalleşmeyi bildirmişse.|etkilenen_sistem~kesinti_izni~gecici_koruma~onarim_sorumlusu
AD-069|Güncel çıkış, toplanma ve sayım görevlerini belirleyin.~Personel, yüklenici ve ziyaretçileri kapsayan kayıt düzeni kurun.|Tahliye alarmı, yetkili talimat veya yakın ciddi tehlikede işi güvenli biçimde bırakın.~Güvenli çıkıştan ayrılın; normal asansörü kullanmayın ve eşya toplamak için dönmeyin.~Toplanma yerinde sayım sorumlusuna kendinizi bildirin; yerinizi habersiz değiştirmeyin.|Görevliler yalnız güvenli sınırda tahliye akışını ve özel desteği yönetsin.~Sayım sorumlusu bulunanları kayıtlarla eşleştirsin; eksik kişinin son bilinen yerini kaydetsin.~Olay yöneticisi eksik kişi bilgisini profesyonel kurtarma ekibine iletsin; çalışanları geri göndermesin.|Sayım sonucunu tek kayıt noktasında tutun.~Çıkış ve haberleşme sorunlarını olay/tatbikat sonrası düzeltin.|Eksik kişiyi aramak için binaya geri girmeyin.~Toplanma yerini olay etkisi altında olduğu halde kullanmayın.|Olay türüne özgü teknik/kurumsal güvenli dönüş izniyle.|alarm_talimat~guvenli_cikis~toplanma~sayim_listesi~alternatif_alan
AD-070|Yardım ihtiyacını kişiye danışarak ve mahremiyetle belirleyin.~Asıl/yedek yardımcı ve uygun tahliye aracını planlayın.|Tahliye alarmında önceden kararlaştırılan yardım yöntemini izleyin.~Yardımın nerede gerektiğini görevliye bildirin; güvenli olmayan yola tek başınıza ilerlemeyin.~Belirlenmiş güvenli bekleme kullanılıyorsa konumunuzu ve iletişimi koruyun.|Eğitimli yardımcılar kişiye uygun ve planlanmış yöntemi uygulasın.~Görevli kullanılan bekleme alanının güvenlik koşulunu olay türüne göre kontrol etsin.~Olay yöneticisi yardım tamamlanmasını sayım ve profesyonel kurtarmayla koordine etsin.|Kişiyle birlikte yöntemin işe yarayıp yaramadığını değerlendirin.~Yardımcı yokluğu veya ekipman sorununa göre planı güncelleyin.|Kişiyi eğitimsizce kucağa alıp merdivenden taşımayın.~Normal asansörü tahliye aracı kabul etmeyin; yalnız tasarlanmış ve yetkili plana bağlı sistem istisnadır.|Olay izinleri ve erişilebilir güzergâh güvenliği sağlandığında.|yardim_plani~asil_yedek~tahliye_araci~guvenli_bekleme~iletisim
AD-071|Madenin özel güvenlik ve acil planını esas alın.~Alarm, kaçış ve profesyonel kurtarma irtibatını vardiyada tanıtın.|Atmosfer veya su alarmında işletmenin belirlenmiş geri çekilme talimatını uygulayın.~Belirlenmiş kaçış yolunda ilerleyip gözetim noktasına durumunuzu bildirin.~Kapalı veya gazlı alana ekip arkadaşını aramak için geri dönmeyin.|Maden yetkilisi işletmeye özgü havalandırma, enerji ve tahliyeyi yönetsin.~Vardiya sorumlusu yeraltı kişi sayımını ve son konumları profesyonel ekibe aktarsın.~Yalnız yetkili maden kurtarma ekibi özel planla müdahale etsin.|Atmosfer, su ve tahkimat durumunu yetkin ekip değerlendirsin.~Genel bina kartı yerine maden özel planını güncelleyin.|Genel sihirbaz kartını maden kurtarma prosedürü yerine kullanmayın.~Yetkisiz yeniden giriş yapmayın.|Maden yetkilisi ve özel mevzuat/prosedür kapsamındaki güvenli giriş kararıyla.|maden_ozel_plani~yer_alti_sayimi~kacis~kurtarma_irtibat
AD-072|İletişim ve otomasyon kaybında kullanılacak yedek kanalı belirleyin.~Kritik prosesin yerel güvenli duruş talimatını hazırlayın.|Kontrol veya iletişim kaybını mümkün olan yedek kanaldan bildirin.~Durumu bilinmeyen makine/prosesten güvenli uzaklıkta kalın.~Talimat ve güvenlik işlevi olmadan üretime devam etmeyin.|Yetkili operatör güvenli yerel/bağımsız duruş yöntemini uygulasın.~Olay yöneticisi telsiz, basılı liste ve fiziksel sayım gibi yedek iletişimi başlatsın.~Teknik ekip otomasyon ve güvenlik sisteminin ayrı durumlarını değerlendirip kontrollü toparlamayı yönetsin.|Sistem geri döndüğünde komut ve saha durumunu eşleştirin.~Bekleyen otomatik komutları kontrol etmeden yeniden başlatmayın.|Sadece ekran geldi diye prosesin güvenli olduğunu varsaymayın.~Güvenlik kilitlerini iletişim yok diye köprülemeyin.|Saha durumu, güvenlik işlevleri ve kontrollü yeniden başlatma teyit edilince.|yedek_kanal~yerel_durus~kritik_proses~sayim~teknik_sorumlu
