# id|olasi_sonuc|ilk_onlem_seviyesi|ikinci_onlem_seviyesi|ikinci_onlem
R-24-09|Diz eklemi ve bel rahatsızlıkları|engineering|administrative|Diz üstü çalışma süresini azaltacak uzun saplı alet ve yükseltilmiş çalışma yüzeyi kullanın; görevi farklı duruşlarla bölün.
R-24-10|El ve önkol zorlanması ile göz yorgunluğu|engineering|administrative|Küçük parça işinde uygun büyütme ve destek fikstürü sağlayın; hassas kavrama gerektiren görevleri dinlenme aralarıyla dönüşümlü planlayın.
R-24-11|Kas iskelet sistemi zorlanması ve acil çıkışta gecikme|engineering|administrative|Bakım planında sökülebilir erişim panelleri ve çalışma boşluğu sağlayın; dar erişimi personelin bedensel zorlanmasıyla telafi etmeyin.
R-24-12|Tekrarlı hareket rahatsızlıkları ve yorgunluk|administrative|engineering|Otomatik besleme ve ürün çıkış düzeniyle tekrarlı işi azaltın; mola süresini yalnız üretimin durduğu aralıklara bırakmayın.
R-25-01|Kan yoluyla bulaşabilen enfeksiyonlar|engineering|administrative|İğneyi tekrar kapatmayı önleyin; kesici yaralanmasında gecikmeden bildirilecek sağlık değerlendirme yolunu tanımlayın.
R-25-02|Mukozal maruziyet sonrası enfeksiyon|engineering|ppe|Sıçrama olasılığı olan işlemde yüz ve göz koruması kullanın; kirli koruyucuyu çıkarma ve el hijyeni sırasını öğretin.
R-25-03|Solunum yolu enfeksiyonu ve ağır hastalık|engineering|administrative|Hastalık şüphesinde güvenli bildirim ve işe özgü yönlendirme düzeni kurun; gerçek temas biçimine göre koruma seçin.
R-25-04|Kirli aerosol kaynaklı solunum enfeksiyonu|engineering|administrative|Durgun hat, duş ve soğutma kulesi gibi aerosol noktalarını envantere alın; su yönetimini yetkin kişiyle planlayın.
R-25-05|Küf kaynaklı solunum ve alerjik yakınmalar|engineering|administrative|Yalnız yüzeyi boyamayın; sızıntı ve yoğuşma nedenini giderin, yaygın kirlenmede çalışanları temizleme alanından ayırın.
R-25-06|Atıksu kaynaklı enfeksiyon ve cilt hastalığı|engineering|administrative|Kirli-temiz giysi ayrımı ve el yıkama olanağı sağlayın; atıksu alanında yeme içmeyi önleyin.
R-25-07|Isırık, doku yaralanması ve zoonotik enfeksiyon|engineering|administrative|Hayvanın davranışını eğitimli kişi değerlendirsin; ısırık sonrası temizlik ve tıbbi değerlendirmeyi geciktirmeyen bildirim düzeni kurun.
R-25-08|Zoonotik enfeksiyon ve biyolojik maruziyet|engineering|administrative|Hayvansal materyalin kabul, işleme ve atık akışını ayırın; cilt yarası bulunan çalışanın işe uygunluğunu sağlık birimiyle değerlendirin.
R-25-09|Vektörle bulaşan hastalık ve alerjik reaksiyon|administrative|ppe|Saha ve mevsime uygun koruyucu giysi kullanın; kene veya böcek temasında güvenli kontrol ve tıbbi yönlendirme bilgisini verin.
R-25-10|Biyoaerosole bağlı solunum rahatsızlığı|engineering|administrative|Kompost çevirme sırasında çevredeki personeli uzaklaştırın; kabin filtrelerinin bakım ve sızdırmazlığını kontrol edin.
R-25-11|Kirli tekstille bulaşma ve kontamine kesici yaralanması|engineering|administrative|Kirli çamaşırı sallamadan taşıyın; ayrım sırasında görünmeyen kesiciyi elle aramak yerine güvenli ayırma yöntemi uygulayın.
R-25-12|Laboratuvar kaynaklı enfeksiyon|engineering|administrative|Santrifüj, pipetleme ve kap açma adımlarını ajan riskine göre değerlendirin; kabin uygunluğunu ve operatör tekniğini birlikte kontrol edin.
R-26-01|Tükenme, psikolojik zorlanma ve yorgunluk kaynaklı hata|administrative|administrative|İş yükünü gerçekleşen süreler ve personel kapasitesiyle izleyin; çalışanın erken bildirimini performans cezasına dönüştürmeyin.
R-26-02|Dikkat azalmasına bağlı kaza ve uyku düzeni bozukluğu|administrative|administrative|Güvenlik kritik işleri uyanıklığın en düşük olduğu saatlerde ek destekle planlayın; vardiya geçişinde yeterli dinlenmeyi koruyun.
R-26-03|Uzamış stresin sağlık etkileri ve yanlış işlem sonucu yaralanma|administrative|administrative|Birden fazla amirin çelişen talimatlarında başvurulacak tek karar merciini belirleyin; görev değişimini yazılı iletin.
R-26-04|Psikolojik zarar ve işlev kaybı|administrative|administrative|Bildirimleri gizlilik ve misilleme yasağıyla ele alın; kişisel sağlık ayrıntılarını risk raporuna değil yetkili destek sürecine yönlendirin.
R-26-05|Fiziksel yaralanma ve psikolojik travma|engineering|administrative|Yüksek gerilimli müşteri etkileşimlerinde yalnız çalışmayı azaltın; çatışmadan uzaklaşma ve yardım çağırma planını uygulayın.
R-26-06|Yardımın gecikmesiyle yaralanmanın ağırlaşması|engineering|administrative|Planlı kontrol aralığını işin tehlikesine göre belirleyin; haber alınamadığında kimin ne yapacağını önceden tanımlayın.
R-26-07|Travma sonrası ruhsal etkilenme ve tükenme|administrative|administrative|Travmatik olay sonrası gönüllü ve gizli profesyonel destek sağlayın; zorunlu toplu olay anlatımını destek yerine koymayın.
R-26-08|Koruyucu atlama sonucu ağır yaralanma|administrative|engineering|Üretim hedefi için emniyet kilidini aşmayı teknik olarak güçleştirin; güvenli duruş bildirimlerini olumlu performans göstergesi olarak izleyin.
R-26-09|İş stresi ve sorumluluk belirsizliği sonucu güvenlik hatasıyla yaralanma|administrative|administrative|Değişiklik sonrasında görev yükü ve kritik bilgi aktarımını kontrol edin; ayrılan personelin tek başına bildiği işleri devredin.
R-26-10|Kritik uyarının kaçırılması sonucu prosese bağlı ağır yaralanma|engineering|administrative|Güvenlik alarmını sıradan mesajlardan ayırın; alarm susturma ve öncelik değişikliklerini yetkili kişi yönetsin.
R-26-11|Yorgunluk, dikkat kaybı ve sağlık yakınmaları|administrative|administrative|Mola yerini ve görev devralacak kişiyi fiilen erişilebilir kılın; kullanılmayan molaları yalnız çizelgede var saymayın.
R-26-12|İzolasyon, psikolojik zorlanma ve ergonomik sorunların sürmesi|administrative|engineering|Uzaktan destek ve ekipman talebi kanalı sağlayın; ulaşılabilirlik saatlerini belirleyerek sürekli çevrimiçi kalma baskısını azaltın.
R-27-01|Yanlış makine ayarıyla sıkışma ve uzuv kaybı|engineering|administrative|Ayar yetkisini görev ve makine bazında tanımlayın; güvenli ayar modu ve yeniden başlatma kontrolü uygulanmadan üretime geçmeyin.
R-27-02|Üst seviyeden cisim düşmesi ve çakışan enerjiyle yaralanma|elimination|administrative|İş alanı ve zaman çizelgesini tüm yüklenicilerle paylaşın; bir iş değiştiğinde ortak çalışma iznini yeniden değerlendirin.
R-27-03|Bilinmeyen enerjinin salımıyla ağır yaralanma|administrative|engineering|Teslim edilen alandaki izolasyon noktalarını yerinde gösterin; yalnız sözlü “enerji kesildi” bilgisiyle çalışmaya başlatmayın.
R-27-04|Yanlış güvenlik işlemiyle yaralanma|administrative|administrative|Talimatın anlaşılmasını kısa uygulama veya geri anlatımla kontrol edin; yalnız imzalı eğitim formunu anlama kanıtı saymayın.
R-27-05|Beklenmedik enerji veya makine hareketiyle ezilme, elektrik çarpması ve ölüm|administrative|administrative|Devirde kilitler, devre dışı korumalar ve bekleyen izinleri tek listede ele alın; sorumluluğu isim ve saatle devredin.
R-27-06|Yeni ekipman arayüzünde sıkışma, elektrik veya proses kazası|administrative|engineering|Yeni makinenin komşu hat, acil duruş ve koruyucu sistemle uyumunu devreye alma kontrolüne dahil edin.
R-27-07|Çakışan izinlerden kaynaklı beklenmedik enerji ve yaralanma|administrative|engineering|Aynı enerji kaynağına bağlı işlerin kilit ve izin ilişkisini görünür kılın; bir iş bitince diğerinin koruması kalkmasın.
R-27-08|Ziyaretçide çarpma, ezilme ve ağır yaralanma|engineering|administrative|Ziyaretçi güzergâhını değişen üretim ve sevkiyat alanlarından ayırın; refakatçiye durdurma ve alternatif yol yetkisi verin.
R-27-09|Saha trafik çarpışması ve yaya yaralanması|administrative|engineering|Sürücüye dil bağımsız yönlendirme ve güvenli bekleme yeri sağlayın; araçtan inilen noktayı yaya geçişine bağlayın.
R-27-10|Kritik ekipman kusuruyla ağır yaralanma ve ölüm|administrative|engineering|Kusurlu ekipmanın yeniden kullanımını fiziksel kilit veya hizmet dışı işaretiyle engelleyin; onarım kapatma yetkisini tanımlayın.
R-27-11|Tehlikeli durumun sürmesi ve yaralanmanın büyümesi|administrative|administrative|Çalışanın ciddi tehlikede işi durdurup güvenli alana geçmesini destekleyin; üretim yeniden başlatma kararını yetkili kişiye bırakın.
R-27-12|Tekrarlayan kazalar ve önlenebilir yaralanma|administrative|administrative|Ramak kala ve kaza için alınan önlemi iş yerinde kontrol edin; yalnız kayıt açılmasını düzeltici faaliyetin tamamlanması saymayın.
R-28-01|Deneyimsiz işe atamada ağır yaralanma|administrative|elimination|Yaş grubuna yasak veya uygun olmayan işi alternatif görevle değiştirin; bu kararı yalnız sektör adına göre otomatik vermeyin.
R-28-02|Gebelik ve çalışan sağlığı üzerinde maddeye özgü olumsuz etki|administrative|substitution|Madde ve maruziyet yolunu GBF ile tanımlayın; sağlık verisini gizli tutarak daha az tehlikeli proses veya alternatif işi değerlendirin.
R-28-03|Kas iskelet sistemi zorlanması ve gebelikte sağlık etkilenmesi|engineering|administrative|Ayakta kalma, kaldırma ve vardiya koşullarını kişiye özgü değerlendirin; teşhis veya gebelik ayrıntısını genel rapora yazmayın.
R-28-04|Tahliyede gecikme, düşme ve duman maruziyeti|engineering|administrative|Yardım ihtiyacını kişiye danışarak belirleyin; uygun tahliye ekipmanını, erişilebilir güzergâhı ve asıl/yedek refakat görevini birlikte planlayın.
R-28-05|Tahliyede gecikmeye bağlı duman maruziyeti, düşme ve yaralanma|engineering|administrative|Alarmın farklı çalışma noktalarında algılanmasını kullanıcıyla test edin; tek refakatçinin yokluğuna karşı yedek iletişim düzeni kurun.
R-28-06|Engellere çarpma ve düşme|engineering|administrative|Güzergâhtaki değişiklikleri önceden erişilebilir biçimde bildirin; geçici kablo ve malzemeyi alışılmış yolun üzerinde bırakmayın.
R-28-07|Proses tehlikesine yaklaşmayla ağır yaralanma|administrative|engineering|Yeni çalışanın erişimini yetkinlik kazanılana kadar güvenli alanla sınırlandırın; uygulamalı tanıtımı gerçek makine ve kaçış yolunda yapın.
R-28-08|Yanlış işleme bağlı yaralanma ve sağlık zararı|administrative|administrative|Geçici personelin göreve özgü bilgilendirmesini işe başlamadan tamamlayın; kritik işi gözlemli uygulamayla öğretip yetkisiz görevlendirmeyi önleyin.
R-28-09|İmplant işlevinin etkilenmesine bağlı ciddi sağlık olayı|administrative|engineering|Alan kaynağına erişim sınırını uzman incelemesiyle belirleyin; kişinin implant bilgisini yalnız yetkili sağlık kanalıyla yönetin.
R-28-10|Uyanıklık kaybıyla güvenlik kritik hata ve yaralanma|administrative|administrative|Gizli sağlık değerlendirmesi sonrası görev uyarlamasını tanımlayın; raporda tanı, ilaç veya kişisel sağlık ayrıntısı istemeyin.
R-28-11|Uygunsuz fiziksel yük ve zorlanmaya bağlı yaralanma|administrative|engineering|Ayarlanabilir çalışma yüzeyi ve mekanik yardım sağlayın; kişiyi yaş etiketiyle değil gerçek iş talebiyle birlikte değerlendirin.
R-28-12|Yanlış işlem sonucu yaralanma ve tehlikeye maruz kalma|administrative|administrative|Görsel, uygulamalı ve anlaşılır dilde anlatım sunun; okuryazarlık veya dil güçlüğünü çalışanın kusuru olarak kaydetmeyin.
R-29-01|Cam kesisi, tendon ve damar yaralanması|engineering|ppe|Kesilme direnci işe uygun el-kol koruması seçin; kırık camı elle toplamak yerine uygun mekanik toplama aracı kullanın.
R-29-02|Mineral toza bağlı solunum hastalığı|engineering|administrative|Hammadde bileşimine göre silika ve diğer tozları değerlendirin; tartım kabinindeki emişin çalışmasını operatör kontrolüne ekleyin.
R-29-03|Sıcak camla ağır yanık ve ölüm|engineering|administrative|Kaçak işaretleri için fırına özgü izleme ve uzaklaşma ölçütü belirleyin; tehlikeli noktaya yaklaşarak sızıntı kapatma yaptırmayın.
R-29-04|Erimiş cam temasıyla ağır yanık|engineering|administrative|Aktarım hattının altına personel geçişini kapatın; tıkanıklığa müdahaleyi duruş ve izolasyon yöntemine bağlayın.
R-29-05|Yanık, sıkışma ve el yaralanması|engineering|administrative|Kalıp ağırlığı ve sıcaklığını değiştirme planında belirtin; taşıma aparatını sıcak parçaya ve kavrama noktasına uygun seçin.
R-29-06|Sıcak ürüne veya hareketli hatta temasla yanık ve ezilme|engineering|administrative|Sıkışmış ürünü normal çalışma sırasında elle düzeltmeyin; enerji ve sıcaklık bakımından güvenli müdahale koşulunu tanımlayın.
R-29-07|Cam parçasıyla göz, el ve yüz yaralanması|engineering|ppe|Kırma hattındaki parçacık yönüne uygun yüz ve göz koruması kullanın; desteklenmeyen levhayı bedenle tutarak kırmayın.
R-29-08|Kesilme, sıkışma ve fırlayan cam yaralanması|engineering|administrative|Bağlama düzenini levha boyutu ve kalınlığına göre ayarlayın; takım değişiminde kilitleme ve sıfır enerji prosedürünü uygulayın.
R-29-09|Temperli cam parçalarıyla göz ve cilt yaralanması|engineering|administrative|Parçalanmış camın temizliği için hattı güvenli duruma alın; koruma paneli sökülmüş halde üretime devam etmeyin.
R-29-10|Kaplama kimyasalıyla yanık ve toksik maruziyet|engineering|administrative|Bakım öncesi kimyasal beslemeyi ve birikmiş sıvıyı tanımlayın; izolasyon ve atık toplama yöntemini ürün GBF bilgisine bağlayın.
R-29-11|Ani basınç salımı ve sıcak buharla ağır yanık|engineering|administrative|Otoklav kapağı emniyetini çevrim testine dahil edin; basınç göstergesini tek başına açma izni kabul etmeyin.
R-29-12|Cam paket devrilmesiyle ağır ezilme ve ölüm|engineering|administrative|Bağları çözmeden paketin sabitliğini kontrol edin; boşaltma sırasında devrilme düzleminin dışında durun.
R-30-01|Sıvı metal sıçramasıyla ağır yanık ve ölüm|engineering|administrative|Kapalı, içi bilinmeyen ve ıslak hurdaları şarja kabul etmeyin; şarj kabul kontrolünü besleme noktasından önce yapın.
R-30-02|Metal ve nem temasıyla patlayıcı sıçrama ve ölüm|engineering|administrative|Pota hazırlama durumunu kayıtla izleyin; yalnız dış yüzeyin sıcak görünmesini yeterli kuruluk kanıtı saymayın.
R-30-03|Pota metal kaçağıyla ağır yanık|engineering|administrative|Pota kontrolünü her çevrimde görünür kusur ve tasarım ömrüyle birlikte yapın; kusurlu potayı belirgin biçimde hizmet dışı bırakın.
R-30-04|Sıvı metal dökülmesiyle yanık ve ölüm|engineering|administrative|Yaya ve döküm güzergâhlarını çalışma sırasında fiziksel ayırın; metal dökülebilecek alanlarda su ve yanıcı birikimini önleyin.
R-30-05|Fırın arızasında sıcak metal salımı ve patlamayla ağır yanık ve ölüm|engineering|administrative|Soğutma kaybındaki eylemleri fırın üreticisinin acil durum talimatına bağlayın; su verme gibi genel müdahaleleri otomatik önermeyin.
R-30-06|Sıcak metal sıçramasıyla göz ve cilt yanığı|engineering|administrative|Kalıp hazırlama ve bekletme koşullarını izleyin; nemli veya hasarlı kalıbı döküm öncesinde ayırın.
R-30-07|Mikserde ezilme ve uzuv kaybı|engineering|administrative|Temizlikte karıştırıcıya erişimi izolasyonla yönetin; kapak kilidini üretim veya temizlik kolaylığı için devre dışı bırakmayın.
R-30-08|Sıcak parça yanığı ve solunabilir toz maruziyeti|engineering|administrative|Sarsak kabinindeki toz birikimini uygun yöntemle temizleyin; sıcak parçayı soğuk ürün kabul ederek elle ayırmayın.
R-30-09|Bağlayıcı dumanına bağlı solunum ve toksik etkiler|substitution|administrative|Bağlayıcı ve sıcaklığa göre çıkan maddeleri değerlendirin; emişin kalıp açma ve boşaltma anındaki etkinliğini kontrol edin.
R-30-10|Cüruf sıçramasıyla ağır yanık|engineering|administrative|Cüruf alanına yağış ve su girişini kontrol edin; sıcak atığı nemli zemin veya uygunluğu belirsiz kapla temas ettirmeyin.
R-30-11|Numune sırasında sıcak metal yanığı|engineering|ppe|İşe uygun yüz, gövde ve ayak koruması seçin; numune aracını sıcak metale sokmadan hazırlama ve kuruluk koşulunu doğrulayın.
R-30-12|Çapakla göz yaralanması, kesilme ve titreşim maruziyeti|engineering|administrative|Parçayı fikstürde tutun; taş veya takımın üretici hız sınırını aşmayın ve değişim sonrası koruyucuyu yerine alın.
R-31-01|Kesik, tendon yaralanması ve enfeksiyon|engineering|ppe|Keskin talaşa uygun el korumasını yalnız makine durup izole edildikten sonra kullanın; dönen parçaya eldivenle yaklaşmayın.
R-31-02|Dermatit, solunum duyarlanması ve mikrobiyal maruziyet|engineering|administrative|Sıvı konsantrasyonu, kirlenme ve bakımını üretici planına göre izleyin; sisin kabin dışına çıkmasını önleyin.
R-31-03|El ve parmak kaybı|engineering|administrative|Arka taraftaki hurda alma işini de erişim korumasına dahil edin; kısa parçalar için eli kesim bölgesine sokmayan tutucu kullanın.
R-31-04|El-parmak ezilmesi ve uzuv kaybı|engineering|administrative|Bükülen sacın yukarı hareket ederek kişiye sıkıştırma oluşturmasını parça geometrisine göre değerlendirin; kalıp değişiminde izolasyon uygulayın.
R-31-05|Sac darbesi, kesilme ve ağır ezilme|engineering|administrative|Bağları çözmeden rulonun açıcıya güvenle bağlandığını kontrol edin; açılma düzlemi önünde personel bulundurmayın.
R-31-06|Metal dumanıyla solunum hasarı|engineering|administrative|Kesilen metal ve kaplamaya göre filtre uygunluğunu kontrol edin; emiş arızasında üretimi güvenli duruşa alın.
R-31-07|Göz ve cilt yanığı, sıcak parçacık yaralanması|engineering|ppe|Plazma işlemine uygun göz-yüz korumasını seçin; çevre çalışanlarını yalnız mesafeye güvenerek korunmasız bırakmayın.
R-31-08|Korozif sisle solunum, göz ve cilt hasarı|engineering|administrative|Banyo sıcaklığını ve emiş performansını birlikte izleyin; parçayı çıkarırken çalışan yüzüne aerosol taşınmasını azaltın.
R-31-09|Kimyasal yanık, toksik gaz maruziyeti ve hidrojen yangını|engineering|administrative|Asit ve işlenen metal etkileşimini GBF ve proses verisiyle değerlendirin; uyumsuz metal veya kimyasalı banyoya kabul etmeyin.
R-31-10|Yağ yangını ve ağır yanık|engineering|administrative|Parça yükü ve yağ sıcaklığını proses sınırında tutun; yangına suyla müdahale edilmesini önleyen özel talimat hazırlayın.
R-31-11|Aşındırıcı parçacıkla göz ve cilt yaralanması|engineering|administrative|Kabin açılmadan püskürtme ve basıncı güvenli duruma alın; aşınmış görüş camı ve eldiven bağlantılarını değiştirin.
R-31-12|Metal tozuyla solunum hasarı; yangın/patlamada yanık ve ağır yaralanma|engineering|administrative|Tozun su ve oksijenle uyumunu malzemeye göre belirleyin; döküntü ve atık toplamada genel amaçlı süpürge veya söndürücü kullanmayın.
R-32-01|Geri fırlayan ahşapla gövde ve baş yaralanması|engineering|administrative|İtme düzeniyle kesim hattının yanında çalışın; sıkışan parçaya makine dönüyorken müdahale etmeyin.
R-32-02|Parmak ve el kaybı|engineering|administrative|Besleme yönünü takım dönüşüne ve üretici talimatına göre belirleyin; küçük parça için uygun fikstür olmadan iş başlatmayın.
R-32-03|Kesici temasıyla parmak kaybı|engineering|administrative|Kısa parçaları üreticinin güvenli işleme boyutuna göre ayırın; parçayı avuçla bastırmak yerine uygun itici kullanın.
R-32-04|Açık bıçak temasıyla ağır kesilme|engineering|administrative|Kılavuz ve koruyucu yüksekliğini her parça grubuna göre ayarlayın; bıçak değişimi sonrası gergi ve iz sürmeyi kontrol edin.
R-32-05|Gantri çarpması ve ezilme|engineering|administrative|Hücreye malzeme yükleme ile otomatik hareketi ayırın; içeride kişi varken uzaktan yeniden başlatmayı engelleyin.
R-32-06|Talaş yangını veya patlamasında yanık, duman zehirlenmesi ve ölüm|engineering|administrative|Emiş hattına kıvılcım üreten farklı işlemleri tasarım incelemesi olmadan bağlamayın; toz birikimini güvenli yöntemle giderin.
R-32-07|Yapıştırıcı buharıyla solunum ve cilt etkilenmesi|substitution|administrative|Ürün değişiminde yeni GBF'yi değerlendirin; kapları uygulama aralarında kapalı tutun.
R-32-08|Solvent/aerosol maruziyeti, yangın ve yanık|engineering|administrative|Kabin filtre bakımını ve uygun elektrik donanımını boya türüyle birlikte değerlendirin; karışım alanını tutuşturucu kaynaklardan ayırın.
R-32-09|Zımba batması, göz ve el yaralanması|engineering|administrative|Sıkışan zımbayı çıkarmadan hava veya elektrik beslemesini ayırın; tabancayı kişiye yöneltmeyin.
R-32-10|Panel düşmesi, kas zorlanması ve ezilme|engineering|administrative|Taşıma güzergâhını panel boyutuyla karşılaştırın; dar dönüşlerde yükü bedenle dengelemek yerine uygun taşıyıcı kullanın.
R-32-11|Isı stresi ve sıcak yüzey yanığı|engineering|administrative|Fırına giriş öncesi sıcaklık ve hava koşullarını ölçün; içeride kişi varken kapı kapanması ve çevrim başlamasını önleyin.
R-32-12|Talaş içinde gömülme ve boğulma|elimination|administrative|Köprüleşmiş malzemenin üstünde yürümeyin; giriş zorunluysa kapalı alan ve tüm besleme/boşaltma izolasyonunu birlikte planlayın.
R-33-01|Dolanma, ağır ezilme ve uzuv kaybı|engineering|administrative|Silindir duruş süresini dikkate alan güvenli erişim sağlayın; lif temizliğini hareket sürerken el veya bezle yapmayın.
R-33-02|Uzvun dolanmasıyla ezilme, kopma ve amputasyon|engineering|administrative|İplik geçirme ve kopuk giderme işlemini korumalı güvenli moda bağlayın; bol kıyafet ve sarkan aksesuarı hareket bölgesinden uzak tutun.
R-33-03|Hareketli tezgâh parçasıyla çarpma ve sıkışma|engineering|administrative|Ayarlama ve bakımda komşu tezgâh hareketlerini de değerlendirin; üretim sırasında koruma aralığından el sokmayın.
R-33-04|Basınçlı sıcak sıvı/buharla ağır yanık|engineering|administrative|Kapağı açmadan çevrim sonu güvenlik koşullarını üretici yöntemine göre kontrol edin; kapak emniyetini köprülemeyin.
R-33-05|Boya tozuyla solunum duyarlanması ve irritasyon|engineering|administrative|Tartım sonrası yüzeyleri tozu havalandırmadan temizleyin; ürünlere göre eldiven ve solunum koruması gereksinimini değerlendirin.
R-33-06|Ramöz yangını ve duman zehirlenmesi|administrative|engineering|Lif biriken sıcak kanal ve rulman noktalarına bakım erişimi sağlayın; sıcaklık sapmasını duruş ölçütüne bağlayın.
R-33-07|İğne batması ve gözde kırık iğne yaralanması|engineering|administrative|İğne değişimini enerji kesildikten sonra yapın; kırılan parçaların bulunması ve güvenli toplanması için işlem belirleyin.
R-33-08|Derin el kesisi ve uzuv kaybı|engineering|ppe|Bıçak tipine ve işe uygun kesilme korumasını seçin; kesim hattına eli sokmayı önleyen parça tutma düzenini koruyun.
R-33-09|Buhar ve sıcak yüzeyle el-kol yanığı|engineering|administrative|Buhar kaçaklarını plansız sıkma ile gidermeyin; bakımda basınç, sıcaklık ve pres hareketini birlikte izole edin.
R-33-10|Korozif yanık, dermatit ve duyarlanma|engineering|administrative|Deri işleme kimyasallarını uyumluluk gruplarına göre ayırın; kirli giysi ve eldiven değişimini işlem çıkışında düzenleyin.
R-33-11|Dolap hareketiyle sıkışma ve ezilme|engineering|administrative|Kapak ve dönme kilidini düzenli işlev kontrolüne alın; tambur tamamen durmadan yükleme veya boşaltma yapmayın.
R-33-12|Lifli tozla solunum hastalığı ve irritasyon|engineering|administrative|Makine altı ve yüksek yüzey tozlarını plana dahil edin; hava tabancasıyla lif uçurmak yerine uygun vakum kullanın.
R-34-01|Mikserde ezilme ve uzuv kaybı|engineering|administrative|Temizlik yapan kişinin kendi izolasyonunu kontrol etmesini sağlayın; kapak açılmasını tek başına sıfır enerji kanıtı kabul etmeyin.
R-34-02|Bıçak temasıyla kesilme ve parmak kaybı|engineering|administrative|Bıçak temizliğini üretici yöntemiyle ve izole durumda yapın; dilimleme için tutucu yerine el kullanımını önleyin.
R-34-03|Helezona kapılmayla el ve kol kaybı|engineering|administrative|Uygun iticiyi besleme yanında bulundurun; tıkanıklığı giderirken motor ve artık hareketi izole edin.
R-34-04|CIP kimyasalıyla yanık ve ürün hattına yanlış besleme|engineering|administrative|Hat değişimi sonrası bağlantıyı akış şemasına göre kontrol edin; temizlik kimyasalı hattını ürün transferinden açıkça ayırın.
R-34-05|Kızgın yağ sıçramasıyla yüz ve vücut yanığı|engineering|administrative|Yağa girecek malzemenin yüzey suyunu kontrol edin; sıcak yağ kabını aşırı doldurmayın ve taşımayı mekanik olarak kolaylaştırın.
R-34-06|Sıcak tepsi temasıyla el-kol yanığı|engineering|ppe|Sıcağa uygun el korumasını kuru ve sağlam tutun; sıcak tepsilerin soğuma alanını normal ürün alanından ayırın.
R-34-07|Soğuk stresi ve içeride kalmaya bağlı ölüm|engineering|administrative|İç açma ve alarmı gerçek soğuk ortamda sınayın; bakım personelinin giriş çıkışını dışarıdaki görevliye bildirin.
R-34-08|CO₂ birikimiyle bilinç kaybı ve boğulma|engineering|administrative|Fermantasyon tankı çevresindeki çukur ve bodrumları değerlendirin; içeriye kurtarma amacıyla eğitimsiz girişe izin vermeyin.
R-34-09|Mesleki astım, dermatit ve duyarlanma|engineering|administrative|Alerjen ürünleri açık dökme yerine düşük yayılımlı yöntemle verin; temizlik ve ürün değişiminde çalışan maruziyetini ayrıca değerlendirin.
R-34-10|Kesici yaralanması, hayvan çarpması ve ezilme|engineering|ppe|Göreve uygun bıçak ve kesilme koruması seçin; hayvan hareketini personelin bedeniyle bastırma yöntemiyle kontrol etmeyin.
R-34-11|Kapama mekanizmasında el sıkışması ve kesilme|engineering|administrative|Sıkışmış ambalajı güvenli duruşta alın; koruyucu sökülmüş halde düşük hızın güvenli olduğunu varsaymayın.
R-34-12|Temizlik sırasında beklenmedik hareketle ağır yaralanma|administrative|engineering|Temizlik erişimi için kilitlenebilir izolasyon noktası sağlayın; üretim ve temizlik ekibinin aynı makinedeki işlerini ayırın.
R-35-01|İğne batması ve kan yoluyla enfeksiyon|engineering|administrative|Kutuyu doluluk çizgisine ulaşmadan değiştirin; dolu kutuya atığı sıkıştırmayın ve kapağını tekrar açmayın.
R-35-02|Sitotoksik maruziyete bağlı ciddi sağlık etkileri|engineering|administrative|Hazırlama, uygulama, temizlik ve atığı tek kontrol planında ele alın; döküntü müdahalesini eğitimli personele ayırın.
R-35-03|Anestezik gaz inhalasyonuna bağlı sağlık etkileri|engineering|administrative|Bağlantı ve gaz toplama performansını bakım programında kontrol edin; kaçak şüphesini koku algısına bırakmayın.
R-35-04|Fırlayan metal cisimle ağır yaralanma ve ölüm|engineering|administrative|MR kontrollü alanına giren personel, ekipman ve acil yardım donanımını uygunluk sürecinden geçirin; sıradan sedye veya tüp sokmayın.
R-35-05|Oksijen azalmasına bağlı boğulma ve kriyojen temasıyla soğuk yanığı|engineering|administrative|Quench tahliye hattının çıkışını güvenli ve engelsiz tutun; acil magnet müdahalesini yalnız yetkili MR prosedürüne bırakın.
R-35-06|Oksijen zengin ortamda hızlı yangın ve ağır yanık|engineering|administrative|Oksijen bağlantısını yağ ve uygunsuz malzemeden uzak tutun; kesinti kararını hastanın yaşam desteğiyle birlikte klinik yetkiliye bağlayın.
R-35-07|Saldırıya bağlı fiziksel yaralanma ve psikolojik travma|engineering|administrative|Çalışanın kapıya erişimini engellemeyen görüşme düzeni kurun; şiddet uyarısında destek çağırma ve güvenli uzaklaşma yöntemini öğretin.
R-35-08|Havadan bulaş kontrolünün zayıflaması ve enfeksiyon|engineering|administrative|Basınç yönü veya havalandırma kaybında uygulanacak hasta/işlem yönlendirmesini enfeksiyon kontrol birimiyle belirleyin.
R-35-09|Sterilizasyon ajanıyla solunum hasarı ve kimyasal yanık|engineering|administrative|Kimyasala özgü havalandırma ve çevrim sonu güvenli açma koşullarını izleyin; arıza halinde yetkisiz kapak açmayın.
R-35-10|İyonlaştırıcı radyasyona bağlı sağlık zararı|administrative|engineering|Işınlama alanı erişimini ve bariyerleri görevle uyumlu düzenleyin; yetkili radyasyon güvenliği programındaki izlemeyi sürdürün.
